Site Name,City,Country,State,Street Address,Address,Latitude,Longitude,Coordinates,Zip Code,NPL Status,HRS Score
LOUISIANA-PACIFIC CORP.,OROVILLE,U.S.A,CA,HWY 70 GEORGIA PACIFIC WAY,"HWY 70 GEORGIA PACIFIC WAY, OROVILLE, CA, U.S.A, 95965",39.4774073,-121.5758361,"39.4774073, -121.5758361",95965,Deleted NPL,
MARCH AIR FORCE BASE,RIVERSIDE,U.S.A,CA,22 CSG/CC,"22 CSG/CC, RIVERSIDE, CA, U.S.A, 92518",33.9471325,-117.339187,"33.9471325, -117.339187",92518,Final NPL,31.94
MATHER AIR FORCE BASE (AC&W DISPOSAL SITE),MATHER,U.S.A,CA,MATHER AIR FORCE BASE,"MATHER AIR FORCE BASE, MATHER, CA, U.S.A, 95655",38.5636592,-121.297211,"38.5636592, -121.297211",95655,Final NPL,28.9
MCCLELLAN AIR FORCE BASE (GROUND WATER CONTAMINATION),MCCLELLAN AFB,U.S.A,CA,APPROX 5200 WATT AVE,"APPROX 5200 WATT AVE, MCCLELLAN AFB, CA, U.S.A, 95652",38.6608304,-121.382771,"38.6608304, -121.382771",95652,Final NPL,57.93
MCCOLL,FULLERTON,U.S.A,CA,ROSECRANS & SUNNY RIDGE,"ROSECRANS & SUNNY RIDGE, FULLERTON, CA, U.S.A, 92833",33.8955327,-117.9703166,"33.8955327, -117.9703166",92833,Final NPL,41.77
MCCORMICK & BAXTER CREOSOTING CO.,STOCKTON,U.S.A,CA,1214 W WASHINGTON ST,"1214 W WASHINGTON ST, STOCKTON, CA, U.S.A, 95203",37.948346,-121.309859,"37.948346, -121.309859",95203,Final NPL,74.86
MGM BRAKES,CLOVERDALE,U.S.A,CA,HWY 101 & SANTANA RD,"HWY 101 & SANTANA RD, CLOVERDALE, CA, U.S.A, 95425",38.7961613,-123.0127545,"38.7961613, -123.0127545",95425,Deleted NPL,
MODESTO GROUND WATER CONTAMINATION,MODESTO,U.S.A,CA,NEAR MODESTO,"NEAR MODESTO, MODESTO, CA, U.S.A, 95351",37.6183927,-120.9933678,"37.6183927, -120.9933678",95351,Final NPL,28.9
MOFFETT FIELD NAVAL AIR STATION,MOFFETT FIELD,U.S.A,CA,MOFFETT FIELD NAS,"MOFFETT FIELD NAS, MOFFETT FIELD, CA, U.S.A, 94035",37.4090755,-122.0507824,"37.4090755, -122.0507824",94035,Final NPL,29.49
MONOLITHIC MEMORIES,SUNNYVALE,U.S.A,CA,1165 E ARQUES AVE,"1165 E ARQUES AVE, SUNNYVALE, CA, U.S.A, 94086",37.3808341,-121.997694,"37.3808341, -121.997694",94086,Final NPL,35.57
MONTROSE CHEMICAL CORP.,TORRANCE,U.S.A,CA,20201 S NORMANDIE AVE,"20201 S NORMANDIE AVE, TORRANCE, CA, U.S.A, 90502",33.84856,-118.300984,"33.84856, -118.300984",90502,Final NPL,32.1
NATIONAL SEMICONDUCTOR CORP.,SANTA CLARA,U.S.A,CA,2900 SEMICONDUCTOR AVE,"2900 SEMICONDUCTOR AVE, SANTA CLARA, CA, U.S.A, 95050",37.3763556,-122.0000873,"37.3763556, -122.0000873",95050,Final NPL,35.57
NEW IDRIA MERCURY MINE,IDRIA,U.S.A,CA,"TOWNSHIP: 17S, RANGE: 12E","TOWNSHIP: 17S, RANGE: 12E, IDRIA, CA, U.S.A, 95043",36.4169007,-120.6743379,"36.4169007, -120.6743379",95043,Final NPL,31.66
NEWMARK GROUND WATER CONTAMINATION,SAN BERNARDINO,U.S.A,CA,BUNKER HILL GROUND WATER BASIN,"BUNKER HILL GROUND WATER BASIN, SAN BERNARDINO, CA, U.S.A, 92408",34.087386,-117.3065272,"34.087386, -117.3065272",92408,Final NPL,35.57
NORTON AIR FORCE BASE (LNDFLL #2),SAN BERNARDINO,U.S.A,CA,I-10/US 395 FORMER NORTON AFB,"I-10/US 395 FORMER NORTON AFB, SAN BERNARDINO, CA, U.S.A, 92408",34.0868517,-117.2617329,"34.0868517, -117.2617329",92408,Final NPL,39.65
OMEGA CHEMICAL CORPORATION,WHITTIER,U.S.A,CA,12504 AND 12512 E. WHITTIER BOULEVARD,"12504 AND 12512 E. WHITTIER BOULEVARD, WHITTIER, CA, U.S.A, 90602",33.9694749,-118.0434614,"33.9694749, -118.0434614",90602,Final NPL,30.94
"OPERATING INDUSTRIES, INC., LANDFILL",MONTEREY PARK,U.S.A,CA,900 N POTRERO GRANDE DR,"900 N POTRERO GRANDE DR, MONTEREY PARK, CA, U.S.A, 91754",34.0447594,-118.1001901,"34.0447594, -118.1001901",91754,Final NPL,57.22
ORANGE COUNTY NORTH BASIN,ORANGE COUNTY,U.S.A,CA,1012 EAST ELM AVENUE,"1012 EAST ELM AVENUE, ORANGE COUNTY, CA, U.S.A, 92831",33.8636423,-117.910361,"33.8636423, -117.910361",92831,Final NPL,50
PACIFIC COAST PIPELINE,FILLMORE,U.S.A,CA,67 E TELEGRAPH RD,"67 E TELEGRAPH RD, FILLMORE, CA, U.S.A, 93015",34.3991991,-118.901987,"34.3991991, -118.901987",93015,Final NPL,
PEMACO MAYWOOD,MAYWOOD,U.S.A,CA,5050 SLAUSON BOULEVARD,"5050 SLAUSON BOULEVARD, MAYWOOD, CA, U.S.A, 90270",33.9855919,-118.172289,"33.9855919, -118.172289",90270,Final NPL,45.23
"PURITY OIL SALES, INC.",MALAGA,U.S.A,CA,3265 S MAPLE AVE,"3265 S MAPLE AVE, MALAGA, CA, U.S.A, 93725",36.6873962,-119.7464118,"36.6873962, -119.7464118",93725,Final NPL,43.27
RALPH GRAY TRUCKING CO.,WESTMINSTER,U.S.A,CA,SOWELL AVE & GOLDEN WEST ST,"SOWELL AVE & GOLDEN WEST ST, WESTMINSTER, CA, U.S.A, 92683",33.7485774,-118.0071585,"33.7485774, -118.0071585",92683,Deleted NPL,
RAYTHEON CORP.,MOUNTAIN VIEW,U.S.A,CA,350 ELLIS ST,"350 ELLIS ST, MOUNTAIN VIEW, CA, U.S.A, 94043",37.3973014,-122.0545421,"37.3973014, -122.0545421",94043,Final NPL,29.76
RIVERBANK ARMY AMMUNITION PLANT,RIVERBANK,U.S.A,CA,5300 CLAUS RD,"5300 CLAUS RD, RIVERBANK, CA, U.S.A, 95367",37.7156291,-120.9201278,"37.7156291, -120.9201278",95367,Final NPL,63.94
"ROCKETS, FIREWORKS, AND FLARES SITE",RIALTO,U.S.A,CA,3196 NORTH LOCUST AVENUE,"3196 NORTH LOCUST AVENUE, RIALTO, CA, U.S.A, 92377",34.1558785,-117.4145661,"34.1558785, -117.4145661",92377,Final NPL,50
SACRAMENTO ARMY DEPOT,SACRAMENTO,U.S.A,CA,8350 FRUITRIDGE RD,"8350 FRUITRIDGE RD, SACRAMENTO, CA, U.S.A, 95813",38.5250458,-121.3974025,"38.5250458, -121.3974025",95813,Final NPL,44.46
SAN FERNANDO VALLEY (AREA 1),NORTH HOLLYWOOD,U.S.A,CA,NORTH HOLLYWOOD WELLFIELD AREA,"NORTH HOLLYWOOD WELLFIELD AREA, NORTH HOLLYWOOD, CA, U.S.A, 91601",34.1794165,-118.3790527,"34.1794165, -118.3790527",91601,Final NPL,42.24
SAN FERNANDO VALLEY (AREA 2),GLENDALE,U.S.A,CA,CRYSTAL SPRINGS WELLFIELD AREA,"CRYSTAL SPRINGS WELLFIELD AREA, GLENDALE, CA, U.S.A, 91209",34.1464871,-118.2518395,"34.1464871, -118.2518395",91209,Final NPL,42.24
SAN FERNANDO VALLEY (AREA 3),GLENDALE,U.S.A,CA,GLORIETTA WELLFIELD AREA,"GLORIETTA WELLFIELD AREA, GLENDALE, CA, U.S.A, 91352",34.1425078,-118.255075,"34.1425078, -118.255075",91352,Deleted NPL,
SAN FERNANDO VALLEY (AREA 4),LOS ANGELES,U.S.A,CA,The San Fernando Valley Groundwater Basin south of Los Feliz Ave to approximately Highway 110,"The San Fernando Valley Groundwater Basin south of Los Feliz Ave to approximately Highway 110, LOS ANGELES, CA, U.S.A, 90086",34.0853797,-118.2175685,"34.0853797, -118.2175685",90086,Final NPL,35.57
SAN GABRIEL VALLEY (AREA 1),EL MONTE,U.S.A,CA,PECK RD & REAL,"PECK RD & REAL, EL MONTE, CA, U.S.A, 91733",34.0531836,-118.0303977,"34.0531836, -118.0303977",91733,Final NPL,42.24
SAN GABRIEL VALLEY (AREA 2),BALDWIN PARK,U.S.A,CA,SUNSET & SAN BERNARDINO FREEWAY,"SUNSET & SAN BERNARDINO FREEWAY, BALDWIN PARK, CA, U.S.A, 91706",34.0693065,-117.9694362,"34.0693065, -117.9694362",91706,Final NPL,42.24
SAN GABRIEL VALLEY (AREA 3),ALHAMBRA,U.S.A,CA,MAIN ST & GAFIELD AVE,"MAIN ST & GAFIELD AVE, ALHAMBRA, CA, U.S.A, 91801",34.0952295,-118.1268653,"34.0952295, -118.1268653",91801,Final NPL,28.9
SAN GABRIEL VALLEY (AREA 4),LA PUENTE,U.S.A,CA,STIMSON AVE & OLD VALLEY BLVD,"STIMSON AVE & OLD VALLEY BLVD, LA PUENTE, CA, U.S.A, 91744",34.0180127,-117.9514855,"34.0180127, -117.9514855",91744,Final NPL,28.9
SELMA PRESSURE TREATING COMPANY,SELMA,U.S.A,CA,1735 DOCKERY AVE & ADJOINING,"1735 DOCKERY AVE & ADJOINING, SELMA, CA, U.S.A, 93662",36.5564633,-119.6023131,"36.5564633, -119.6023131",93662,Final NPL,48.83
SHARPE ARMY DEPOT,LATHROP,U.S.A,CA,700 EAST ROTH RD,"700 EAST ROTH RD, LATHROP, CA, U.S.A, 95330",37.8555876,-121.269297,"37.8555876, -121.269297",95330,Final NPL,42.24
"SOLA OPTICAL USA, INC.",PETALUMA,U.S.A,CA,3600 LAKEVILLE HWY,"3600 LAKEVILLE HWY, PETALUMA, CA, U.S.A, 94952",38.2345879,-122.5938739,"38.2345879, -122.5938739",94952,Deleted NPL,
SOUTH BAY ASBESTOS AREA,ALVISO,U.S.A,CA,FT OF LIBERTY ST GUADALUPE RIV,"FT OF LIBERTY ST GUADALUPE RIV, ALVISO, CA, U.S.A, 95002",37.4253727,-121.9747953,"37.4253727, -121.9747953",95002,Final NPL,44.68
SOUTHERN AVENUE INDUSTRIAL AREA,SOUTH GATE,U.S.A,CA,5211 SOUTHERN AVENUE,"5211 SOUTHERN AVENUE, SOUTH GATE, CA, U.S.A, 90280",33.9468553,-118.1781833,"33.9468553, -118.1781833",90280,Final NPL,50
SOUTHERN CALIFORNIA EDISON CO. (VISALIA POLEYARD),VISALIA,U.S.A,CA,432 BEN MADDOX WAY,"432 BEN MADDOX WAY, VISALIA, CA, U.S.A, 93277",36.3328788,-119.2783539,"36.3328788, -119.2783539",93277,Deleted NPL,
"SPECTRA-PHYSICS, INC.",MOUNTAIN VIEW,U.S.A,CA,1250 W MIDDLEFIELD RD,"1250 W MIDDLEFIELD RD, MOUNTAIN VIEW, CA, U.S.A, 94042",37.4080455,-122.0801488,"37.4080455, -122.0801488",94042,Final NPL,37.2
STOKER CHEMICAL,IMPERIAL,U.S.A,CA,3390 DOGWOOD ROAD,"3390 DOGWOOD ROAD, IMPERIAL, CA, U.S.A, 92251",32.8973924,-115.5333453,"32.8973924, -115.5333453",92251,Proposed NPL,70.94
STRINGFELLOW,MIRA LOMA,U.S.A,CA,3490 PYRITE ST,"3490 PYRITE ST, MIRA LOMA, CA, U.S.A, 91752",34.0229799,-117.4586719,"34.0229799, -117.4586719",91752,Final NPL,
SULPHUR BANK MERCURY MINE,CLEARLAKE OAKS,U.S.A,CA,SULPHUR BANK ROAD,"SULPHUR BANK ROAD, CLEARLAKE OAKS, CA, U.S.A, 95422",38.9961268,-122.6682141,"38.9961268, -122.6682141",95422,Final NPL,44.42
"SYNERTEK, INC. (BUILDING 1)",SANTA CLARA,U.S.A,CA,3050 CORONADO BLVD,"3050 CORONADO BLVD, SANTA CLARA, CA, U.S.A, 95051",37.3771638,-121.9729941,"37.3771638, -121.9729941",95051,Final NPL,31.94
T.H. AGRICULTURE & NUTRITION CO.,FRESNO,U.S.A,CA,7183 E MCKINLEY AVE,"7183 E MCKINLEY AVE, FRESNO, CA, U.S.A, 93727",36.7654021,-119.7003261,"36.7654021, -119.7003261",93727,Deleted NPL,
TELEDYNE SEMICONDUCTOR,MOUNTAIN VIEW,U.S.A,CA,1300 TERRA BELLA AVE,"1300 TERRA BELLA AVE, MOUNTAIN VIEW, CA, U.S.A, 94043",37.4103755,-122.0811426,"37.4103755, -122.0811426",94043,Final NPL,35.35
TRACY DEFENSE DEPOT (USARMY),TRACY,U.S.A,CA,CHRISMAN RD,"CHRISMAN RD, TRACY, CA, U.S.A, 95376",37.7469297,-121.3983469,"37.7469297, -121.3983469",95376,Final NPL,37.16
TRAVIS AIR FORCE BASE,TRAVIS AFB,U.S.A,CA,TRAVIS AFB,"TRAVIS AFB, TRAVIS AFB, CA, U.S.A, 94535",38.2781462,-121.9302449,"38.2781462, -121.9302449",94535,Final NPL,29.49
"TRW MICROWAVE, INC (BUILDING 825)",SUNNYVALE,U.S.A,CA,825 STEWART DR,"825 STEWART DR, SUNNYVALE, CA, U.S.A, 94086",37.3844707,-122.0093077,"37.3844707, -122.0093077",94086,Final NPL,31.94
UNITED HECKATHORN CO.,RICHMOND,U.S.A,CA,8TH & WRIGHT,"8TH & WRIGHT, RICHMOND, CA, U.S.A, 94804",37.9212032,-122.3577813,"37.9212032, -122.3577813",94804,Final NPL,38.49
"VALLEY WOOD PRESERVING, INC.",TURLOCK,U.S.A,CA,2237 S GOLDEN STATE BLVD,"2237 S GOLDEN STATE BLVD, TURLOCK, CA, U.S.A, 95380",37.4719861,-120.82468,"37.4719861, -120.82468",95380,Final NPL,32.01
"WASTE DISPOSAL, INC.",SANTA FE SPRINGS,U.S.A,CA,12731 E LOS NIETOS RD,"12731 E LOS NIETOS RD, SANTA FE SPRINGS, CA, U.S.A, 90670",33.9486583,-118.0574184,"33.9486583, -118.0574184",90670,Final NPL,34.6
WATKINS-JOHNSON CO. (STEWART DIVISION PLANT),SCOTTS VALLEY,U.S.A,CA,440 KINGS VILLAGE RD,"440 KINGS VILLAGE RD, SCOTTS VALLEY, CA, U.S.A, 95066",37.0524585,-122.0291961,"37.0524585, -122.0291961",95066,Final NPL,28.9
WESTERN PACIFIC RAILROAD CO.,OROVILLE,U.S.A,CA,SEC 19 T19N R4E 2 MI S OF,"SEC 19 T19N R4E 2 MI S OF, OROVILLE, CA, U.S.A, 95965",39.5091702,-121.5549881,"39.5091702, -121.5549881",95965,Deleted NPL,
WESTINGHOUSE ELECTRIC CORP. (SUNNYVALE PLANT),SUNNYVALE,U.S.A,CA,401 HENDY AVENUE,"401 HENDY AVENUE, SUNNYVALE, CA, U.S.A, 95117",37.3774383,-122.0250084,"37.3774383, -122.0250084",95117,Final NPL,39.93
AIR FORCE PLANT PJKS,LITTLETON,U.S.A,CO,12275 SOUTH HIGHWAY 75,"12275 SOUTH HIGHWAY 75, LITTLETON, CO, U.S.A, 80127",39.5886555,-105.0477098,"39.5886555, -105.0477098",80127,Final NPL,42.93
BONITA PEAK MINING DISTRICT,UNINCORPORATED,U.S.A,CO,Multiple sources near Animas River headwaters,"Multiple sources near Animas River headwaters, UNINCORPORATED, CO, U.S.A, 81433",37.8543181,-107.6215321,"37.8543181, -107.6215321",81433,Final NPL,50
BRODERICK WOOD PRODUCTS,DENVER,U.S.A,CO,5600 HURON ST,"5600 HURON ST, DENVER, CO, U.S.A, 80221",39.7607404,-104.9967827,"39.7607404, -104.9967827",80221,Final NPL,35.13
CALIFORNIA GULCH,LEADVILLE,U.S.A,CO,S OF CY-YAK TUNNEL DOWNSTREAM,"S OF CY-YAK TUNNEL DOWNSTREAM, LEADVILLE, CO, U.S.A, 80461",39.2358233,-106.2703009,"39.2358233, -106.2703009",80461,Final NPL,
CAPTAIN JACK MILL,WARD,U.S.A,CO,93 California Gulch Road,"93 California Gulch Road, WARD, CO, U.S.A, 80481",40.0615692,-105.507851,"40.0615692, -105.507851",80481,Final NPL,50.56
"CENTRAL CITY, CLEAR CREEK",IDAHO SPRINGS,U.S.A,CO,NEAR TOWN,"NEAR TOWN, IDAHO SPRINGS, CO, U.S.A, 80452",39.7424881,-105.5136081,"39.7424881, -105.5136081",80452,Final NPL,51.39
CHEMICAL SALES CO.,DENVER,U.S.A,CO,4661 MONACO ST.,"4661 MONACO ST., DENVER, CO, U.S.A, 80216",39.7808993,-104.9136994,"39.7808993, -104.9136994",80216,Final NPL,37.93
COLORADO SMELTER,PUEBLO,U.S.A,CO,INTERSTATE 25 AND SANTA FE AVENUE,"INTERSTATE 25 AND SANTA FE AVENUE, PUEBLO, CO, U.S.A, 81006",38.2678847,-104.6070198,"38.2678847, -104.6070198",81006,Final NPL,50
DENVER RADIUM SITE,DENVER,U.S.A,CO,VARIOUS PLACES IN DENVER,"VARIOUS PLACES IN DENVER, DENVER, CO, U.S.A, 80204",39.7380371,-105.0265195,"39.7380371, -105.0265195",80204,Final NPL,
EAGLE MINE,MINTURN,U.S.A,CO,W OF US HWY 24,"W OF US HWY 24, MINTURN, CO, U.S.A, 81645",39.566767,-106.4043553,"39.566767, -106.4043553",81645,Final NPL,
LINCOLN PARK,CANON CITY,U.S.A,CO,2 MI S OF CANON CY,"2 MI S OF CANON CY, CANON CITY, CO, U.S.A, 81212",38.5558236,-105.3131185,"38.5558236, -105.3131185",81212,Final NPL,31.31
LOWRY LANDFILL,UNINCORPORATED ARAPAHOE COUNTY,U.S.A,CO,4200 S GUN CLUB RD,"4200 S GUN CLUB RD, UNINCORPORATED ARAPAHOE COUNTY, CO, U.S.A, 80018",39.6409545,-104.7163865,"39.6409545, -104.7163865",80018,Final NPL,48.36
MARSHALL LANDFILL,BOULDER,U.S.A,CO,1600 S 66TH STREET,"1600 S 66TH STREET, BOULDER, CO, U.S.A, 80303",39.9537059,-105.198203,"39.9537059, -105.198203",80303,Final NPL,
NELSON TUNNEL/COMMODORE WASTE ROCK,CREEDE,U.S.A,CO,NATIONAL FOREST ROAD 503.4,"NATIONAL FOREST ROAD 503.4, CREEDE, CO, U.S.A, 81130",37.8491662,-106.9264345,"37.8491662, -106.9264345",81130,Final NPL,48.03
ROCKY FLATS PLANT (USDOE),GOLDEN,U.S.A,CO,HWY 93 BETWEEN GOLDEN&BOULDER,"HWY 93 BETWEEN GOLDEN&BOULDER, GOLDEN, CO, U.S.A, 80402",39.755543,-105.2210997,"39.755543, -105.2210997",80402,Final NPL,
ROCKY MOUNTAIN ARSENAL (USARMY),ADAMS COUNTY,U.S.A,CO,IMMED N STAPLETON INTL ARPT,"IMMED N STAPLETON INTL ARPT, ADAMS COUNTY, CO, U.S.A, 80022",39.866593,-104.7754307,"39.866593, -104.7754307",80022,Final NPL,
SAND CREEK INDUSTRIAL,COMMERCE CITY,U.S.A,CO,33RD AND DAHLIA,"33RD AND DAHLIA, COMMERCE CITY, CO, U.S.A, 80022",39.8218141,-104.9314936,"39.8218141, -104.9314936",80022,Deleted NPL,
SMELTERTOWN SITE,SALIDA,U.S.A,CO,9000 COUNTY ROAD #152,"9000 COUNTY ROAD #152, SALIDA, CO, U.S.A, 81201",38.5540687,-106.0224379,"38.5540687, -106.0224379",81201,Proposed NPL,58.56
SMUGGLER MOUNTAIN,ASPEN,U.S.A,CO,SPRUCE STREET,"SPRUCE STREET, ASPEN, CO, U.S.A, 81611",39.1962501,-106.8099714,"39.1962501, -106.8099714",81611,Deleted NPL,
STANDARD MINE,GUNNISON NATIONAL FOREST,U.S.A,CO,"COUNTY ROAD 12, RUBY MINING DISITRICT","COUNTY ROAD 12, RUBY MINING DISITRICT, GUNNISON NATIONAL FOREST, CO, U.S.A, 81224",38.8935043,-107.1953591,"38.8935043, -107.1953591",81224,Final NPL,50
SUMMITVILLE MINE,RIO GRANDE COUNTY,U.S.A,CO,Postal Address is unavailable for the Site,"Postal Address is unavailable for the Site, RIO GRANDE COUNTY, CO, U.S.A, 81132",37.6231283,-106.3934777,"37.6231283, -106.3934777",81132,Final NPL,50
URAVAN URANIUM PROJECT (UNION CARBIDE CORP.),URAVAN,U.S.A,CO,NEAR URAVAN ON HWY 141,"NEAR URAVAN ON HWY 141, URAVAN, CO, U.S.A, 81422",38.3868826,-108.7536111,"38.3868826, -108.7536111",81422,Final NPL,
VASQUEZ BOULEVARD AND I-70,DENVER,U.S.A,CO,VASQUEZ BOULEVARD AND 1-70,"VASQUEZ BOULEVARD AND 1-70, DENVER, CO, U.S.A, 80216",39.7805762,-104.9454984,"39.7805762, -104.9454984",80216,Final NPL,
WOODBURY CHEMICAL CO.,COMMERCE CITY,U.S.A,CO,5400 JACKSON ST,"5400 JACKSON ST, COMMERCE CITY, CO, U.S.A, 80022",39.7945511,-104.9428531,"39.7945511, -104.9428531",80022,Deleted NPL,
BARKHAMSTED-NEW HARTFORD LANDFILL,BARKHAMSTED,U.S.A,CT,ROUTE 44,"ROUTE 44, BARKHAMSTED, CT, U.S.A, 06063",41.9120283,-73.022822,"41.9120283, -73.022822",6063,Final NPL,38.05
BEACON HEIGHTS LANDFILL,BEACON FALLS,U.S.A,CT,BLACKBERRY HILL ROAD,"BLACKBERRY HILL ROAD, BEACON FALLS, CT, U.S.A, 06403",41.4375466,-73.0317844,"41.4375466, -73.0317844",6403,Final NPL,46.77
CHESHIRE GROUND WATER CONTAMINATION,CHESHIRE,U.S.A,CT,604 WEST JOHNSON AVENUE,"604 WEST JOHNSON AVENUE, CHESHIRE, CT, U.S.A, 06410",41.5576535,-72.9104356,"41.5576535, -72.9104356",6410,Deleted NPL,
DURHAM MEADOWS,DURHAM,U.S.A,CT,MAIN ST,"MAIN ST, DURHAM, CT, U.S.A, 06422",41.4924097,-72.6949148,"41.4924097, -72.6949148",6422,Final NPL,33.94
GALLUP'S QUARRY,PLAINFIELD,U.S.A,CT,ROUTE 12,"ROUTE 12, PLAINFIELD, CT, U.S.A, 06374",41.6854107,-71.914274,"41.6854107, -71.914274",6374,Final NPL,46.29
KELLOGG-DEERING WELL FIELD,NORWALK,U.S.A,CT,NORWALK WATER DEPARTMENT,"NORWALK WATER DEPARTMENT, NORWALK, CT, U.S.A, 06856",41.0980447,-73.4245725,"41.0980447, -73.4245725",6856,Final NPL,39.92
"LAUREL PARK, INC.",NAUGATUCK BOROUGH,U.S.A,CT,HUNTERS MTN RD,"HUNTERS MTN RD, NAUGATUCK BOROUGH, CT, U.S.A, 06770",41.4717932,-73.076293,"41.4717932, -73.076293",6770,Final NPL,
LINEMASTER SWITCH CORP.,WOODSTOCK,U.S.A,CT,29 PLAINE HILL ROAD,"29 PLAINE HILL ROAD, WOODSTOCK, CT, U.S.A, 06281",41.9397117,-71.9666692,"41.9397117, -71.9666692",6281,Final NPL,33.71
NEW LONDON SUBMARINE BASE,NEW LONDON,U.S.A,CT,ROUTE 12 CRYSTAL LAKE RD,"ROUTE 12 CRYSTAL LAKE RD, NEW LONDON, CT, U.S.A, 06349",41.3874228,-72.0789954,"41.3874228, -72.0789954",6349,Final NPL,36.53
NUTMEG VALLEY ROAD,WOLCOTT,U.S.A,CT,NUTMEG VALLEY ROAD,"NUTMEG VALLEY ROAD, WOLCOTT, CT, U.S.A, 06716",41.5744549,-72.9955191,"41.5744549, -72.9955191",6716,Deleted NPL,
OLD SOUTHINGTON LANDFILL,SOUTHINGTON,U.S.A,CT,OLD TURNPIKE RD,"OLD TURNPIKE RD, SOUTHINGTON, CT, U.S.A, 06489",41.5785028,-72.8842903,"41.5785028, -72.8842903",6489,Deleted NPL,
PRECISION PLATING CORP.,VERNON,U.S.A,CT,1050 HARTFORD TURNPIKE ROAD,"1050 HARTFORD TURNPIKE ROAD, VERNON, CT, U.S.A, 06066-4413",41.8502719,-72.44619,"41.8502719, -72.44619",06066-4413,Final NPL,49.1
"RAYMARK INDUSTRIES, INC.",STRATFORD,U.S.A,CT,75 EAST MAIN STREET,"75 EAST MAIN STREET, STRATFORD, CT, U.S.A, 06614",41.2014348,-73.1168657,"41.2014348, -73.1168657",6614,Final NPL,
REVERE TEXTILE PRINTS CORP.,STERLING,U.S.A,CT,RAILROAD AVENUE,"RAILROAD AVENUE, STERLING, CT, U.S.A, 06377",41.6968019,-71.8020719,"41.6968019, -71.8020719",6377,Deleted NPL,
SCOVILL INDUSTRIAL LANDFILL,WATERBURY,U.S.A,CT,STORE AVENUE,"STORE AVENUE, WATERBURY, CT, U.S.A, 06705",41.5520649,-73.0103567,"41.5520649, -73.0103567",6705,Final NPL,50
SOLVENTS RECOVERY SERVICE OF NEW ENGLAND,SOUTHINGTON,U.S.A,CT,LAZY LANE,"LAZY LANE, SOUTHINGTON, CT, U.S.A, 06489",41.6207982,-72.8830133,"41.6207982, -72.8830133",6489,Final NPL,44.93
YAWORSKI WASTE LAGOON,CANTERBURY,U.S.A,CT,PACKER ROAD,"PACKER ROAD, CANTERBURY, CT, U.S.A, 06331",41.6595951,-71.9586945,"41.6595951, -71.9586945",6331,Final NPL,36.72
WASHINGTON NAVY YARD,WASHINGTON,U.S.A,DC,"901 M STREET, SE","901 M STREET, SE, WASHINGTON, DC, U.S.A, 20374-0001",38.8763223,-76.9939511,"38.8763223, -76.9939511",20374-0001,Final NPL,48.57
ARMY CREEK LANDFILL,NEW CASTLE,U.S.A,DE,RTE 13 + RTE 40,"RTE 13 + RTE 40, NEW CASTLE, DE, U.S.A, 19720",39.3893206,-74.523269,"39.3893206, -74.523269",19720,Final NPL,69.92
BLADES GROUNDWATER,BLADES,U.S.A,DE,NEAR TRIANGLE PARK AT INTERSECTION OF,"NEAR TRIANGLE PARK AT INTERSECTION OF, BLADES, DE, U.S.A, 19973",38.6356701,-75.609927,"38.6356701, -75.609927",19973,Final NPL,50
"CHEM-SOLV, INC.",DOVER,U.S.A,DE,176A N DUPONT HIGHWAY,"176A N DUPONT HIGHWAY, DOVER, DE, U.S.A, 19901-4264",39.2019634,-75.5586458,"39.2019634, -75.5586458",19901-4264,Deleted NPL,
COKER'S SANITATION SERVICE LANDFILLS,CHESWOLD,U.S.A,DE,COUNTY RTE 152,"COUNTY RTE 152, CHESWOLD, DE, U.S.A, 19936",39.2214269,-75.5829782,"39.2214269, -75.5829782",19936,Deleted NPL,
DELAWARE CITY PVC PLANT,NEW CASTLE,U.S.A,DE,780 SCHOOL HOUSE ROAD,"780 SCHOOL HOUSE ROAD, NEW CASTLE, DE, U.S.A, 19720",39.5862666,-75.6468093,"39.5862666, -75.6468093",19720,Final NPL,30.55
DELAWARE SAND & GRAVEL LANDFILL,NEW CASTLE,U.S.A,DE,229 GRANTHAM LANE,"229 GRANTHAM LANE, NEW CASTLE, DE, U.S.A, 19720",39.6476841,-75.5966096,"39.6476841, -75.5966096",19720,Final NPL,46.6
DOVER AIR FORCE BASE,DOVER,U.S.A,DE,RTE 113,"RTE 113, DOVER, DE, U.S.A, 19901",39.2081349,-75.4577775,"39.2081349, -75.4577775",19901,Final NPL,35.89
DOVER GAS LIGHT CO.,DOVER,U.S.A,DE,NEW ST,"NEW ST, DOVER, DE, U.S.A, 19904",39.1548114,-75.5272102,"39.1548114, -75.5272102",19904,Final NPL,35.57
"E.I. DU PONT DE NEMOURS & CO., INC. (NEWPORT PIGMENT PLANT LANDFILL)",NEWPORT,U.S.A,DE,JAMES & WATER STS,"JAMES & WATER STS, NEWPORT, DE, U.S.A, 19804",39.7112588,-75.6090143,"39.7112588, -75.6090143",19804,Final NPL,51.91
EAST BASIN ROAD GROUNDWATER,NEW CASTLE,U.S.A,DE,INTERSECTION OF SCHOOL LN AND RTE. 13/N DUPONT HWY.,"INTERSECTION OF SCHOOL LN AND RTE. 13/N DUPONT HWY., NEW CASTLE, DE, U.S.A, 19720",39.6984454,-75.5728931,"39.6984454, -75.5728931",19720,Final NPL,50
